,ingredient name,kor ingredient name,data available level,score with min,score,score class,cancer,developmental & reproductive toxicity,allergies & immunotoxicity
3465,HYDROLYZED CAESALPINIA SPINOSA GUM,하이드롤라이즈드타라검,None,1,1,Green,LOW,LOW,LOW
3466,SONGYI MUSHROOM EXTRACT,,None,1,1,Green,LOW,LOW,LOW
3467,LIMONIUM GERBERI EXTRACT,씨라벤더추출물,None,1,1,Green,LOW,LOW,LOW
3468,SORBITOL ESTERS,,Limited,1,1,Green,LOW,LOW,LOW
3469,MINOXIDIL,,Fair,3,3,Yellow,LOW,LOW,LOW
3470,NEOPENTYL GLYCOL DICAPRATE,네오펜틸글라이콜다이카프레이트,None,1,1,Green,LOW,LOW,LOW
3471,PANTOTHENIC ACID POLYPEPTIDE,,None,1,1,Green,LOW,LOW,LOW
3472,PEG-2 STEARATE,피이지-2스테아레이트,None,1-3,3,Yellow,LOW,LOW,LOW
3473,SILVER CHLORIDE,실버클로라이드,Limited,2,2,Green,LOW,LOW,LOW
3474,SODIUM RICINOLEATE,소듐리시놀리에이트,Limited,1,1,Green,LOW,LOW,LOW
3475,ACRYLATES/ PALMETH-25 ACRYLATE COPOLYMER,아크릴레이트/팔메스-25아크릴레이트코폴리머,None,1,1,Green,LOW,LOW,LOW
3476,CHRYSANTHEMUM SINENSE FLOWER EXTRACT,시넨스국화꽃추출물,None,1,1,Green,LOW,LOW,LOW
3477,METHYL ANTHRANILATE,메틸안트라닐레이트,Limited,2,2,Green,LOW_MODERATE,LOW,LOW
3478,TETRAHYDROFURFURYL METHACRYLATE,테트라하이드로퍼퓨릴메타크릴레이트,Fair,2-5,5,Yellow,LOW,LOW,MODERATE
3479,"2,4,6-TRIMETHYLBENZOPHENONE",,None,1-2,2,Green,LOW,LOW,LOW
3480,CETYLHYDROXYPROLINE PALMITAMIDE,세틸하이드록시프롤린팔미타마이드,None,1,1,Green,LOW,LOW,LOW
3481,POLY (METHYL STYRENE ISOPROPANOL KETONE),폴리(메틸스타이렌아이소프로판올케톤),None,1,1,Green,LOW,LOW,LOW
3482,HEXAMIDINE DIISETHIONATE,헥사미딘다이이세티오네이트,Limited,1,1,Green,LOW,LOW,LOW
3483,LARREA DIVARICATA,,Limited,1,1,Green,LOW,LOW,LOW
3484,RHUS SUCCEDANEA (JAPANESE) WAX,,Limited,1,1,Green,LOW,LOW,LOW
3485,STEARYL CAPRYLATE,스테아릴카프릴레이트,Limited,1,1,Green,LOW,LOW,LOW
3486,LAURUS NOBILIS LEAF EXTRACT,월계수잎추출물,None,1,1,Green,LOW,LOW,LOW
3487,MALEATED SOYBEAN OIL,말리에이티드콩오일,Limited,1,1,Green,LOW,LOW,LOW
3488,PEG-90 GLYCERYL ISOSTEARATE,피이지-90글리세릴아이소스테아레이트,None,3,3,Yellow,LOW,LOW,LOW
3489,ACID BLACK 24,,Limited,1,1,Green,LOW,LOW,LOW
3490,BAMBOO (BAMBUSA ARUNDINACEA) STEM POWDER,,None,1,1,Green,LOW,LOW,LOW
3491,HYDROXYMETHYLPENTYLCYCLOHEXENE CARBALDEHYDE,,Fair,4,4,Yellow,LOW,LOW,LOW
3492,STEARYL/ OCTADODECYL CITRATE CROSSPOLYMER,,None,1,1,Green,LOW,LOW,LOW
3493,MELALEUCA ALTERNIFOLIA LEAF WATER,,None,1,1,Green,LOW,LOW,LOW
3494,ALBUMIN,,Fair,1,1,Green,LOW,LOW,LOW
3495,KRAMERIA TRIANDRA (RHATANY) ROOT EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
3496,POTASSIUM THIOCYANATE,포타슘티오시아네이트,Limited,1,1,Green,LOW,LOW,LOW
3497,SALIX NIGRA (BLACK WILLOW) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
3498,THYMUS VULGARIS (COMMON THYME),,Limited,1,1,Green,LOW,LOW,LOW
3499,HYDROXYETHYL ETHYLCELLULOSE,하이드록시에틸에틸셀룰로오스,Limited,1,1,Green,LOW,LOW,LOW
3500,MALACHITE,말라카이트,Fair,1,1,Green,LOW,LOW,LOW
3501,SOYAMIDOPROPALKONIUM CHLORIDE,소듐아미도프로팔코니움클로라이드,None,3,3,Yellow,LOW,LOW,HIGH
3502,SILICONE POLYETHER COPOLYMER,,None,1,1,Green,LOW,LOW,LOW
3503,BIS ISOBUTYL PEG/ PPG-20/ 35/ AMODIMETHICONE COPOLYMER,비스-아이소부틸피이지/피피지-20/35/아모다이메티콘코폴리머,None,1,1,Green,LOW,LOW,LOW
3504,GLYCINE SOJA (SOYBEAN) LIPIDS,돌콩지질,Limited,1,1,Green,LOW,LOW,LOW
3505,GUM KARAYA,,Limited,1,1,Green,LOW,LOW,LOW
3506,LUFFA CYLINDRICA (LUFFA AEGYPTIACA) SEED OIL,,Limited,1,1,Green,LOW,LOW,LOW
3507,METHIONINE,메티오닌,Fair,1,1,Green,LOW,LOW,LOW
3508,METHYLSTYRENE/ VINYLTOLUENE COPOLYMER,메틸스타이렌/비닐톨루엔코폴리머,None,1,1,Green,LOW,LOW,LOW
3509,4-AMINO-M-CRESOL,,Limited,5,5,Yellow,LOW,LOW,MODERATE
3510,ANOGEISSUS LEIOCARPUS BARK EXTRACT,케인껍질추출물,None,1,1,Green,LOW,LOW,LOW
3511,BIS(C13-15 ALKOXY) PG-AMODIMETHICONE,비스(C13-15알콕시)피지-아모다이메티콘,None,1,1,Green,LOW,LOW,LOW
3512,CEDROL,세드롤,Limited,1,1,Green,LOW,LOW,LOW
3513,FORMIC ACID,포믹애씨드,Fair,1,1,Green,LOW,LOW,LOW
3514,ANTHEMIS NOBILIS (CHAMOMILE) EXTRACT,,Limited,2,2,Green,LOW,LOW,LOW
3515,PENTAFLUOROPROPANE,펜타플루오로프로판,None,4,4,Yellow,LOW,LOW,LOW
3516,TILIA EUROPAEA FLOWER EXTRACT,유럽피나무꽃추출물,None,1,1,Green,LOW,LOW,LOW
3517,THEOBROMA CACAO FRUIT POWDER,,None,1,1,Green,LOW,LOW,LOW
3518,CITRUS LIMON (LEMON) LEAF EXTRACT,레몬잎추출물,Limited,1,1,Green,LOW,LOW,LOW
3519,OPUNTIA FICUS-INDICA SEED OIL,보검선인장씨오일,None,1,1,Green,LOW,LOW,LOW
3520,DI-C12-15 ALKYL FUMARATE,다이-C12-15알킬푸마레이트,None,1,1,Green,LOW,LOW,LOW
3521,GUAR,,Fair,1,1,Green,LOW,LOW,LOW_MODERATE
3522,MANGANESE GLUCONATE,망가니즈글루코네이트,Limited,2,2,Green,LOW,LOW,LOW
3523,OLEYL ACETATE,올레일아세테이트,None,1,1,Green,LOW,LOW,LOW
3524,POTASSIUM MYRISTATE,포타슘미리스테이트,None,1,1,Green,LOW,LOW,LOW
3525,PROPYLENE GLYCOL MYRISTYL ETHER ACETATE,프로필렌글라이콜미리스틸에터아세테이트,None,1,1,Green,LOW,LOW,LOW
3526,RUMEX CRISPUS (YELLOW DOCK) ROOT EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
3527,RUTIN,루틴,Fair,1,1,Green,LOW,LOW,LOW
3528,TRIHYDROXY PALMITAMIDOHYDROXYPROPYLMYRISTYLETHER,트라이하이드록시팔미타미도하이드록시프로필미리스틸에터,None,1,1,Green,LOW,LOW,LOW
3529,VEGETABLE PROTEIN,,Limited,1,1,Green,LOW,LOW,LOW
3530,"1,2,4-TRIHYDROXYBENZENE","1,2,4-트라이하이드록시벤젠",Fair,1,1,Green,LOW,LOW,LOW
3531,CI 18965,,Fair,1,1,Green,LOW,LOW,LOW
3532,POLYGLYCERYL-3 PALMITATE,,Limited,1,1,Green,LOW,LOW,LOW
3533,SYZYGIUM JAMBOS LEAF EXTRACT,로즈애플잎추출물,None,1,1,Green,LOW,LOW,LOW
3534,XIMENIA AMERICANA SEED OIL,폴스산달우드씨오일,None,1,1,Green,LOW,LOW,LOW
3535,GARDENIA JASMINOIDES (GARDENIA) FLOWER EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
3536,SAFFLOWER GLUCOSIDE,잇꽃글루코사이드,None,1,1,Green,LOW,LOW,LOW
3537,XYLITYL CAPRATE/ CAPRYLATE,,None,1,1,Green,LOW,LOW,LOW
3538,COCETH-7,코세스-7,None,1,1,Green,LOW,LOW,LOW
3539,DISODIUM SUCCINATE,다이소듐석시네이트,Fair,1,1,Green,LOW,LOW,LOW
3540,DISTEAROYLETHYL HYDROXYETHYLMONIUM METHOSULFATE,다이스테아로일에틸하이드록시에틸모늄메토설페이트,None,3,3,Yellow,LOW,LOW,HIGH
3541,ISOSTEARAMIDOPROPYL ETHYLDIMONIUM ETHOSULFATE,아이소스테아라미도프로필에틸다이모늄에토설페이트,Limited,3,3,Yellow,LOW,LOW,HIGH
3542,MYRTRIMONIUM BROMIDE,미르트라이모늄브로마이드,Limited,4,4,Yellow,LOW,LOW,HIGH
3543,OCTOXYNOL-9,옥톡시놀-9,Good,3-6,6,Yellow,LOW,LOW,MODERATE
3544,PEG-20 GLYCERYL TRIISOSTEARATE,피이지-20글리세릴트라이아이소스테아레이트,None,3,3,Yellow,LOW,LOW,LOW
3545,PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) EXTRACT,,None,1,1,Green,LOW,LOW,LOW
3546,SODIUM METHYL LAUROYL TAURATE,소듐메틸라우로일타우레이트,Limited,1,1,Green,LOW,LOW,LOW
3547,ISOSTEARETH-20,아이소스테아레스-20,Limited,1-3,3,Yellow,LOW,LOW,LOW
3548,SAMBUCUS NIGRA OIL,엘더오일,None,1,1,Green,LOW,LOW,LOW
3549,POLYQUATERNIUM-72,폴리쿼터늄-72,None,1,1,Green,LOW,LOW,LOW
3550,ACRYLIC POLYMER,,Limited,1,1,Green,LOW,LOW,LOW
3551,BIS-PEG/ PPG-16/ 16 DIMETHICONE,,None,3,3,Yellow,LOW,LOW,LOW
3552,CETYL PG HYDROXYETHYL PALMITAMIDE,세틸-피지하이드록시에틸팔미타마이드,Limited,1-2,2,Green,LOW,LOW,LOW
3553,MYRISTAMINE OXIDE,미리스타민옥사이드,Limited,1,1,Green,LOW,LOW,LOW
3554,SACCHAROMYCES/ CALCIUM FERMENT,효모/칼슘발효물,None,1,1,Green,LOW,LOW,LOW
3555,TRIOCTANION,,None,1,1,Green,LOW,LOW,LOW
3556,THYMUS SERPILLUM (WILD THYME) EXTRACT,,None,1,1,Green,LOW,LOW,LOW
3557,EPIGALLOCATECHIN GALLATE,에피갈로카테킨갈레이트,Fair,2,2,Green,LOW,LOW,MODERATE
3558,JUNIPERUS COMMUNIS (JUNIPER),,Limited,2,2,Green,LOW,LOW,LOW
3559,SALICYLOYL PHYTOSPHINGOSINE,살리실로일피토스핑고신,None,1,1,Green,LOW,LOW,LOW
3560,SULFURIC ACID,설프릭애씨드,Robust,4-6,6,Yellow,HIGH,LOW,MODERATE
3561,YEAST POLYSACCHARIDES,효모폴리사카라이드,Limited,1,1,Green,LOW,LOW,LOW
3562,CITRUS PARADISI (GRAPEFRUIT) SEED EXTRACT,자몽씨추출물,Limited,1-3,3,Yellow,LOW,LOW,LOW
3563,BULNESIA SARMIENTOI WOOD OIL,트루구아이악목부오일,Limited,1,1,Green,LOW,LOW,LOW
3564,POLYACRYLATE-16,폴리아크릴레이트-16,None,1,1,Green,LOW,LOW,LOW
3565,"ADENOSINE 5'-(TETRAHYDROGEN TRIPHOSPHATE), SODIUM SALT",,Limited,1,1,Green,LOW,LOW,LOW
3566,BENZOPHENONE,벤조페논,Robust,3,3,Yellow,MODERATE,LOW,LOW
3567,CUCURBITA PEPO (PUMPKIN) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
3568,DIPENTAERYTHRITYL TETRAHYDROXYSTEARATE/ ISOSTEARATE,,None,1,1,Green,LOW,LOW,LOW
3569,MAGNESIUM OXIDE,마그네슘옥사이드,Fair,1,1,Green,LOW,LOW,LOW
3570,METHACRYLATE COPOLYMER,,Limited,1,1,Green,LOW,LOW,LOW
3571,OPUNTIA TUNA (PRICKLY PEAR) EXTRACT,,None,1,1,Green,LOW,LOW,LOW
3572,QUATERNIUM-33,쿼터늄-33,Limited,4,4,Yellow,LOW,LOW,HIGH
3573,SODIUM RNA,소듐알엔에이,None,1,1,Green,LOW,LOW,LOW
3574,CAPRAE LAC,,None,1,1,Green,LOW,LOW,LOW
3575,CITRUS GRANDIS (GRAPEFRUIT),왕귤나무,Fair,1,1,Green,LOW,LOW,LOW
3576,DISTEAROYLETHYL DIMONIUM CHLORIDE,다이스테아로일에틸다이모늄클로라이드,None,3,3,Yellow,LOW,LOW,HIGH
3577,GARDENIA FLORIDA EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
3578,POLYGONUM FAGOPYRUM SEED EXTRACT,,None,1,1,Green,LOW,LOW,LOW
3579,PRUNUS AMYGDALUS AMARA (BITTER ALMOND) KERNEL OIL,비터아몬드커넬오일,Limited,1,1,Green,LOW,LOW,LOW
3580,SOPHORA JAPONICA BUD EXTRACT,회화나무싹추출물,None,1,1,Green,LOW,LOW,LOW
3581,"ACETYLMETHIONINE, DL-",,Limited,1,1,Green,LOW,LOW,LOW
3582,CINNAMON LEAF OIL,,Fair,3,3,Yellow,LOW,LOW,HIGH
3583,AMBER EXTRACT,호박추출물,None,1,1,Green,LOW,LOW,LOW
3584,YOGURT EXTRACT,요구르트추출물,None,1,1,Green,LOW,LOW,LOW
3585,C28-52 OLEFIN/ UNDECYLENIC ACID COPOLYMER,,None,1,1,Green,LOW,LOW,LOW
3586,HIBISCUS SABDARIFFA (ROSELLE) FLOWER WATER,,Limited,1,1,Green,LOW,LOW,LOW
3587,HYDROLYZED PROTEIN,,Limited,1,1,Green,LOW,LOW,LOW
3588,ISOBUTYL ACETATE,아이소부틸아세테이트,Limited,1,1,Green,LOW,LOW,LOW
3589,LIDOCAINE,,Good,3,3,Yellow,LOW,LOW,LOW
3590,RUBUS IDAEUS (RED RASPBERRY) OIL,,Limited,1,1,Green,LOW,LOW,LOW
3591,SAPONIFIED AZADIRACHTA INDICA (NEEM) OIL,,None,1,1,Green,LOW,LOW,LOW
3592,SODIUM METHYL STEAROYL TAURATE,소듐메틸스테아로일타우레이트,None,1,1,Green,LOW,LOW,LOW
3593,TRIMETHYLSILOXYPOLYSILICATE,,None,1,1,Green,LOW,LOW,LOW
3594,URTICA DIOICA (NETTLE) INFUSION,,Limited,1,1,Green,LOW,LOW,LOW
3595,URTICA DIOICA (NETTLE) LEAF,,Limited,1,1,Green,LOW,LOW,LOW
3596,ADANSONIA DIGITATA SEED EXTRACT,바오밥나무씨추출물,None,1,1,Green,LOW,LOW,LOW
3597,DIETHOXYETHYL SUCCINATE,다이에톡시에틸석시네이트,None,1,1,Green,LOW,LOW,LOW
3598,HYDROXYCAPROYL PHYTOSPHINGOSINE,하이드록시카프로일피토스핑고신,None,1,1,Green,LOW,LOW,LOW
3599,PINUS PALUSTRIS LEAF EXTRACT,대왕송잎추출물,Limited,1-2,2,Green,LOW,LOW,LOW
3600,POTASSIUM DIMETHICONE PEG-7 PANTHENYL PHOSPHATE,포타슘다이메티콘피이지-7판네닐포스페이트,None,3,3,Yellow,LOW,LOW,LOW
3601,TETRAPEPTIDE-28 ARGININAMIDE,테트라펩타이드-28알지닌아마이드,None,1,1,Green,LOW,LOW,LOW
3602,ANIBA ROSODORA (ROSEWOOD) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
3603,CALCIUM THIOGLYCOLATE,칼슘티오글라이콜레이트,Fair,2-4,4,Yellow,LOW,LOW,MODERATE
3604,CAPSELLA BURSA-PASTORIS (SHEPHERD'S PURSE) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
3605,COPPER,,Good,2,2,Green,LOW,LOW,LOW
3606,NIACINAMIDE POLYPEPTIDE,,None,1,1,Green,LOW,LOW,LOW
3607,NUTMEG,,Limited,1,1,Green,LOW,LOW,LOW
3608,ORMENIS MULTICAULIS (CHAMOMILE) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
3609,TOSYLAMIDE,,Limited,3,3,Yellow,LOW,LOW,LOW
3610,VITIS VINIFERA (GRAPE) JUICE EXTRACT,포도즙추출물,Fair,1,1,Green,LOW,LOW,LOW
3611,CHLOROPHYLLIN,,Fair,1,1,Green,LOW,LOW,LOW
3612,SILICONE QUATERNIUM-22,실리콘쿼터늄-22,None,1,1,Green,LOW,LOW,LOW
3613,Lavandula Intermedia Oil,네덜란드라벤더오일,None,1,1,Green,LOW,LOW,LOW
3614,1-METHYL-HYDANTOIN-2-IMIDE,1-메틸하이단토인-2-이미드,Fair,1,1,Green,LOW,LOW,LOW
3615,ACHILLEA MILLEFOLIUM (COMMON YARROW) OIL,,Limited,1,1,Green,LOW,LOW,LOW
3616,CAPSICUM FRUTESCENS (CAYENNE) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
3617,CETEARYL METHICONE,세테아릴메티콘,None,1,1,Green,LOW,LOW,LOW
3618,HEXYLDECYLLAURATE,헥실데실라우레이트,None,1,1,Green,LOW,LOW,LOW
3619,MALTITOL,말티톨,Limited,1,1,Green,LOW,LOW,LOW
3620,AZADIRACHTA INDICA (NEEM) LEAF,,Limited,1,1,Green,LOW,LOW,LOW
3621,MYROXYLON PEREIRAE (PERU BALSAM),,Limited,1,1,Green,LOW,LOW,LOW
3622,OLEYL BETAINE,올레일베타인,None,1,1,Green,LOW,LOW,LOW
3623,SODIUM PERBORATE,과붕산나트륨,Fair,3-4,4,Yellow,LOW,LOW,LOW
3624,ZEA MAYS (CORN) GERM OIL,옥수수배아유,Fair,1,1,Green,LOW,LOW,LOW
3625,ABIES ALBA LEAF OIL,흰전나무잎오일,Limited,1-2,2,Green,LOW,LOW,LOW
3626,Acid Violet 43 (Uncertified Ext. D&C Violet No. 2),,Fair,10,10,Red,LOW,LOW,MODERATE
3627,ETHYL FERULATE,에틸페룰레이트,Limited,1,1,Green,LOW,LOW,LOW
3628,GELATIN/ KERATIN AMINO ACIDS/ LYSINE HYDROXYPROPYLTRIMONIUM CHLORIDE,젤라틴/케라틴아미노산/라이신하이드록시프로필트라이모늄클로라이드,None,1,1,Green,LOW,LOW,LOW
3629,JASMINUM GRANDIFLORUM (JASMINE) FLOWER WAX,스페인자스민꽃왁스,Limited,1,1,Green,LOW,LOW,LOW
3630,MANIHOT UTILISSIMA LEAF EXTRACT,만디오카잎추출물,Fair,1,1,Green,LOW,LOW,LOW
3631,PASSIFLORA EDULIS FRUIT JUICE,패션프룻열매즙,None,1,1,Green,LOW,LOW,LOW
3632,PHRAGMITES COMMUNIS EXTRACT,갈대추출물,None,1,1,Green,LOW,LOW,LOW
3633,POLYACRYLATE-2,폴리아크릴레이트-2,Limited,1-2,2,Green,LOW,LOW,LOW
3634,RUBUS CHAMAEMORUS SEED EXTRACT,진들딸기씨추출물,None,1,1,Green,LOW,LOW,LOW
3635,SILICONE QUATERNIUM-3,실리콘쿼터늄-3,None,1,1,Green,LOW,LOW,LOW
3636,ULMUS DAVIDIANA ROOT EXTRACT,당느릅나무뿌리추출물,None,1,1,Green,LOW,LOW,LOW
3637,ETHYL BUTYRATE,,Limited,1,1,Green,LOW,LOW,LOW
3638,SILVER DIHYDROGEN CITRATE,,None,1,1,Green,LOW,LOW,LOW
3639,PENTAPEPTIDE 29 CYSTEINAMIDE,펜타펩타이드-29시스테인아마이드,None,1,1,Green,LOW,LOW,LOW
3640,ALCALIGENES POLYSACCHARIDES,알칼리게네스폴리사카라이드,None,1,1,Green,LOW,LOW,LOW
3641,COFFEA ROBUSTA (CONGO COFFEETREE) SEED EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
3642,DISPERSE BLACK 9,분산흑색9호,Limited,3,3,Yellow,LOW,LOW,LOW
3643,GOSSYPIUM HERBACEUM (LEVANT COTTON),,Limited,1,1,Green,LOW,LOW,LOW
3644,LITHIUM STEARATE,리튬스테아레이트,Limited,2,2,Green,LOW,LOW,LOW
3645,MAGNESIUM COCOATE,마그네슘코코에이트,None,1,1,Green,LOW,LOW,LOW
3646,ORYZA SATIVA (RICE) GERM OIL,쌀배아오일,Fair,1-2,2,Green,LOW,LOW,LOW
3647,PHYTOSTERYL OLEATE,피토스테릴올리에이트,None,1,1,Green,LOW,LOW,LOW
3648,ROSE POWDER,,None,1,1,Green,LOW,LOW,LOW
3649,VETIVERIA ZIZANIOIDES (VETIVER),,Limited,1,1,Green,LOW,LOW,LOW
3650,COMMIPHORA MUKUL RESIN EXTRACT,인디안베델리움수지추출물,None,1,1,Green,LOW,LOW,LOW
3651,CRAMBE MARITIMA LEAF EXTRACT,마리티마꽃케일잎추출물,None,1,1,Green,LOW,LOW,LOW
3652,PEG-9M,피이지-9M,Limited,3,3,Yellow,LOW,LOW,LOW
3653,POLYBUTYLENE GLYCOL/ PPG-9/ 1 COPOLYMER,폴리부틸렌글라이콜/피피지-9/1코폴리머,None,1,1,Green,LOW,LOW,LOW
3654,POTASSIUM PALMITOYL HYDROLYZED WHEAT PROTEIN,포타슘팔미토일하이드롤라이즈드밀단백질,None,1,1,Green,LOW,LOW,LOW
3655,PRUNUS SEROTINA (WILD CHERRY) FRUIT EXTRACT,블랙체리열매추출물,Limited,1,1,Green,LOW,LOW,LOW
3656,ROSA ROXBURGHII FRUIT EXTRACT,스위트체스트넛로즈열매추출물,None,1,1,Green,LOW,LOW,LOW
3657,LACTOBACILLUS/ KELP FERMENT FILTRATE,락토바실러스/자이언트켈프발효여과물,None,1,1,Green,LOW,LOW,LOW
3658,DILINOLEIC ACID/ PROPANEDIOL COPOLYMER,다이리놀레익애씨드/프로판다이올코폴리머,None,1,1,Green,LOW,LOW,LOW
3659,BORIC ACID,,Fair,7,7,Red,LOW,LOW_MODERATE,LOW
3660,CAPRYL/ CAPRAMIDOPROPYL BETAINE,카프릴/카프라미도프로필베타인,Limited,1-3,3,Yellow,LOW,LOW,LOW
3661,HYDROGENATED TALLOW ACID,하이드로제네이티드탈로우애씨드,None,1,1,Green,LOW,LOW,LOW
3662,NARCISSUS TAZETTA (CREAM NARCISSUS) BULB EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
3663,SODIUM CAPROYL LACTYLATE,소듐카프로일락틸레이트,None,1,1,Green,LOW,LOW,LOW
3664,TALLOWTRIMONIUM CHLORIDE,탈로우트라이모늄클로라이드,Limited,4,4,Yellow,LOW,LOW,HIGH
3665,CETEARETH-22,세테아레스-22,None,1-3,3,Yellow,LOW,LOW,LOW
3666,PRUNUS AVIUM (SWEET CHERRY) FRUIT EXTRACT,양벚나무열매추출물,Limited,1,1,Green,LOW,LOW,LOW
3667,SODIUM OLIVOYL GLUTAMATE,소듐올리보일글루타메이트,None,1,1,Green,LOW,LOW,LOW
3668,EPILOBIUM FLEISCHERI EXTRACT,에필로비움 플레이스케리추출물,None,1,1,Green,LOW,LOW,LOW
3669,SORBITAN SESQUICAPRYLATE,솔비탄세스퀴카프릴레이트,None,1,1,Green,LOW,LOW,LOW
3670,BIS-PEG-12 DIMETHICONE CANDELILLATE,비스-피이지-12다이메티콘칸델릴레이트,None,3,3,Yellow,LOW,LOW,LOW
3671,DI-PANTHENOL,,None,1,1,Green,LOW,LOW,LOW
3672,HC YELLOW 4,,Limited,3,3,Yellow,LOW,LOW,LOW
3673,HYDROXYETHYL ACRYLATE,,Fair,2,2,Green,LOW,LOW,LOW_MODERATE
3674,LAURETH-8,라우레스-8,Limited,1-3,3,Yellow,LOW,LOW,LOW
3675,MYRTUS COMMUNIS,,Limited,1,1,Green,LOW,LOW,LOW
3676,PASSIONFLOWER FRUIT EXTRACT,,None,1,1,Green,LOW,LOW,LOW
3677,VANILLYL BUTYL ETHER,바닐릴부틸에터,Limited,1,1,Green,LOW,LOW,LOW
3678,CHLORHEXIDINE,클로헥시딘,Fair,1-4,4,Yellow,LOW,LOW,MODERATE
3679,PALMITOYL GRAPE SEED EXTRACT,팔미토일포도씨추출물,None,1,1,Green,LOW,LOW,LOW
3680,PEG-30 PHYTOSTEROL,피이지-30피토스테롤,None,1-6,6,Yellow,LOW,LOW,LOW
3681,SYZYGIUM CARYOPHYLLATA (CLOVE BUD) OIL,,None,1,1,Green,LOW,LOW,LOW
3682,CHENOPODIUM QUINOA FLOWER/ LEAF EXTRACT,퀴노아꽃/잎추출물,None,1,1,Green,LOW,LOW,LOW
3683,TASMANNIA LANCELOTA FRUIT EXTRACT,,None,4,4,Yellow,LOW,LOW,LOW
3684,ARMORACIA RUSTICANA (HORSERADISH) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
3685,CYMBOPOGON MARTINI (PALMAROSA),,Limited,1,1,Green,LOW,LOW,LOW
3686,DIGLYCOL/ CHDM/ ISOPHTHALATES/ SIP COPOLYMER,,None,1,1,Green,LOW,LOW,LOW
3687,IRIS PALLIDA (DALMATION IRIS),,None,1,1,Green,LOW,LOW,LOW
3688,ISODECANE,,None,1,1,Green,LOW,LOW,LOW
3689,JASMINUM SAMBAC (ARABIAN JASMINE) FLOWER OIL,,Limited,1,1,Green,LOW,LOW,LOW
3690,LAMINARIA DIGITATA,,Limited,1,1,Green,LOW,LOW,LOW
3691,LAURDIMONIUM HYDROXPROPYL HYDROLYZED HUMAN HAIR KERATIN,,None,1,1,Green,LOW,LOW,LOW
3692,SALVIA OFFICINALIS (SAGE) POWDER,,Limited,1,1,Green,LOW,LOW,LOW
3693,SAPONARIA OFFICINALIS (SOAPWORT),,Limited,1,1,Green,LOW,LOW,LOW
3694,SILYBUM MARIANUM (BLESSED THISTLE) ETHYL ESTER,,Limited,1,1,Green,LOW,LOW,LOW
3695,SILYBUM MARIANUM (BLESSED THISTLE) SEED EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
3696,SODIUM MYRISTATE,소듐미리스테이트,Limited,1,1,Green,LOW,LOW,LOW
3697,VEGETABLE DECYL GLUCOSIDE,,None,1,1,Green,LOW,LOW,LOW
3698,SUCROSE DILAURATE,수크로오스다이라우레이트,None,1,1,Green,LOW,LOW,LOW
3699,VACCINIUM MACROCARPON (CRANBERRY) SEED,크랜베리씨,Limited,1,1,Green,LOW,LOW,LOW
3700,PYRUS MALUS SEED OIL,,None,1,1,Green,LOW,LOW,LOW
3701,PHENYL T-BUTYLNITRONE (SPIN TRAP),,None,1,1,Green,LOW,LOW,LOW
3702,ASPARTAME,아스파탐,Fair,1,1,Green,LOW,LOW,LOW
3703,CERAMIDE III,,Limited,1,1,Green,LOW,LOW,LOW
3704,DISODIUM EDTA-COPPER,디소듐이디티에이-카퍼,None,1-4,4,Yellow,LOW,LOW,LOW
3705,NELUMBIUM SPECIOSUM (LOTUS) FLOWER OIL,,None,1,1,Green,LOW,LOW,LOW
3706,PLANTAGO MAJOR (PLANTAIN) LEAF EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
3707,TETRAHYDRODIFERULOYLMETHANE,테트라하이드로다이페룰로일메탄,None,1,1,Green,LOW,LOW,LOW
3708,TRITICUM VULGARE (WHEAT) GERM ACID,,Limited,1,1,Green,LOW,LOW,LOW
3709,BASIC VIOLET 2,염기성자색2호,Limited,1,1,Green,LOW,LOW,LOW
3710,SILYBUM MARIANUM SEED OIL,흰무늬엉겅퀴씨오일,None,1,1,Green,LOW,LOW,LOW
3711,SODIUM OLIVAMPHOACETATE,소듐올리브암포아세테이트,None,1,1,Green,LOW,LOW,LOW
3712,SYNTHETIC CANDELILLA WAX,합성칸데릴라왁스,None,1,1,Green,LOW,LOW,LOW
3713,"IONONE, ALPHA-",,None,1,1,Green,LOW,LOW,LOW
3714,BARIUM,,Good,1-3,3,Yellow,LOW,LOW,LOW
3715,POTASSIUM SUNFLOWERATE,,None,1,1,Green,LOW,LOW,LOW
